date,sst
2018-03-16,12.740936279296875
2018-04-16,13.16778564453125
2018-05-16,12.993682861328125
2018-06-16,13.52496337890625
2018-07-16,15.417694091796875
2018-08-16,14.8311767578125
2018-09-16,14.895904541015625
2018-10-16,16.145294189453125
2018-11-16,15.5068359375
2018-12-16,15.0528564453125
2019-01-16,13.775909423828125
2019-02-16,13.2147216796875
2019-03-16,13.164031982421875
2019-04-16,13.112213134765625
2019-05-16,14.230224609375
2019-06-16,14.523834228515625
2019-07-16,14.595703125
2019-08-16,15.609619140625
2019-09-16,16.341766357421875
2019-10-16,14.99749755859375
2019-11-16,14.6031494140625
